GNAME|GNTYPE|LATDMS|LONDMS|ELEV|TOWNNAME
South Brook|Stream|43.48090330|-73.13288470|256|MIDDLETOWN SPRINGS
South Burlington|Populated Place|44.46699410|-73.17096040|101|SOUTH BURLINGTON
South Cabot|Populated Place|44.36755770|-72.27565600|434|CABOT
South Cambridge|Populated Place|44.61005070|-72.81040350|258|CAMBRIDGE
South Cemetery|Cemetery|42.73397220|-72.46953250|83|VERNON
South Corinth|Populated Place|44.01617740|-72.23259380|241|CORINTH
South End Cemetery|Cemetery|44.78143140|-73.29485400|45|NORTH HERO
South End Cemetery|Cemetery|44.84948560|-73.34179930|48|ISLE LA MOTTE
South Fork East Creek|Stream|43.79950580|-73.31094940|88|ORWELL
South Fork Madden Brook|Stream|43.58784670|-72.77926760|647|MENDON
South Franklin|Populated Place|44.91143460|-72.86624510|108|SHELDON
South Franklin Cemetery|Cemetery|44.94587850|-72.84624540|205|FRANKLIN
South Hero|Populated Place|44.64532290|-73.30235330|46|SOUTH HERO
South Hero Cemetery|Cemetery|44.63948970|-73.30290880|52|SOUTH HERO
South Hero Island|Island|44.68615520|-73.32040960|59|GRAND ISLE
South Hill|Summit|44.50588450|-72.92790280|484|JERICHO
South Hill Cemetery|Cemetery|43.36340620|-72.68954010|453|LUDLOW
South Hinesburg|Populated Place|44.29227660|-73.06984430|142|HINESBURG
South Kirby School|School|44.47089060|-71.90148190|373|KIRBY
South Lunenburg|Populated Place|44.42922550|-71.67925380|263|LUNENBURG
South Lunenburg School|School|44.43811420|-71.67397590|258|LUNENBURG
South Maid Hill|Summit|44.57977520|-72.19704600|604|WHEELOCK
South Meadow Church|Church|44.00284430|-72.27870600|289|CORINTH
South Newbury|Populated Place|44.04617660|-72.08481240|141|NEWBURY
South Newfane|Populated Place|42.93813630|-72.70537130|188|NEWFANE
South Northfield|Populated Place|44.11533980|-72.65427540|255|NORTHFIELD
South Peacham|Populated Place|44.31478180|-72.16592990|309|PEACHAM
South Peacham Brook|Stream|44.31311560|-72.10565080|233|BARNET
South Pomfret|Populated Place|43.66506900|-72.53953990|222|POMFRET
South Pond|Lake|42.84452620|-72.71287120|505|MARLBORO
South Pond|Lake|44.04145270|-72.62149460|438|BROOKFIELD
South Pond|Reservoir|44.68866110|-72.52733480|365|EDEN
South Poultney|Populated Place|43.47562550|-73.23594170|176|POULTNEY
South Randolph|Populated Place|43.89478840|-72.57621220|170|RANDOLPH
South Reading|Populated Place|43.47423770|-72.58926050|389|READING
South Richford|Populated Place|44.93421290|-72.65179350|241|RICHFORD
South Royalton|Populated Place|43.82090080|-72.52120890|150|ROYALTON
South Ryegate|Populated Place|44.18839590|-72.14092720|226|RYEGATE
South School|School|44.23200500|-72.44315900|428|PLAINFIELD
South Slang Creek|Stream|44.23227550|-73.27512430|28|FERRISBURG
South Strafford|Populated Place|43.83534620|-72.36620540|283|STRAFFORD
South Tunbridge|Populated Place|43.85534500|-72.50287580|166|TUNBRIDGE
South West Thayer School|School|44.50810380|-73.24707280|53|BURLINGTON
South Wheelock Branch|Stream|44.51977800|-72.00537350|222|LYNDON
South Wheelock Cemetery|Cemetery|44.54505450|-72.10676550|424|WHEELOCK
South Wheelock Church|Church|44.54588790|-72.08759830|343|WHEELOCK
South Whiting School|School|43.84672830|-73.21011500|163|WHITING
South Windham|Populated Place|43.12813300|-72.71120570|437|WINDHAM
South Woodbury|Populated Place|44.41505610|-72.42149540|324|WOODBURY
South Woodbury Cemetery|Cemetery|44.42255610|-72.35954910|418|WOODBURY
South Woodstock|Populated Place|43.56562560|-72.53231580|319|WOODSTOCK
Southeast Hill School|School|43.97923210|-72.54065740|373|BROOKFIELD
Success School|School|43.59923500|-72.95871700|191|RUTLAND CITY
Southgate Mountain|Summit|43.59840250|-72.64870860|517|BRIDGEWATER
Spaulding Bay|Bay|44.13144320|-73.37012470|29|PANTON
Spaulding Brook|Stream|44.42339140|-71.97981630|204|ST. JOHNSBURY
Spaulding Brook|Stream|44.90004760|-71.68759140|468|AVERILL
Spaulding Hill|Summit|43.52284680|-73.13371870|473|MIDDLETOWN SPRINGS
Spaulding Hill|Summit|43.95173410|-72.19286940|516|WEST FAIRLEE
Spectacle Pond|Lake|44.80060480|-71.85037220|358|BRIGHTON
Spencer Brook|Stream|43.26201970|-72.42647750|90|SPRINGFIELD
Spencer Hill|Summit|44.77477130|-71.63147800|437|BLOOMFIELD
Sperry Brook|Stream|42.76619380|-72.76398320|310|HALIFAX
Spice Mountain|Summit|44.29978160|-72.30565550|554|PEACHAM
Spicer Brook|Stream|44.26589340|-72.35787880|444|MARSHFIELD
Spoon Mountain|Summit|43.47090360|-73.08093960|560|TINMOUTH
Spooner Hill|Summit|43.80922950|-73.16261340|210|SUDBURY
Spoonerville Cemetery|Cemetery|43.31229630|-72.55453570|266|CHESTER
Sprague Brook|Stream|42.78341570|-72.81120700|383|WHITINGHAM
Sprague Hill|Summit|43.69201460|-72.35259200|383|HARTFORD
Spring Grove Campgrounds|Locale|44.08533530|-73.18428610|108|NEW HAVEN
Spring Hill|Summit|43.18396540|-72.63787060|540|GRAFTON
Springfield|Populated Place|43.29840780|-72.48231170|114|SPRINGFIELD
Springfield Reservoir|Reservoir|43.35146240|-72.48981230|206|WEATHERSFIELD
Springhouse School|School|44.17672840|-72.46815890|241|BARRE TOWN
Spruce Knob|Summit|43.53812430|-73.12455210|730|POULTNEY
Spruce Knoll|Summit|43.60979090|-72.75482290|378|KILLINGTON
Spruce Mountain|Summit|44.23450520|-72.35454480|912|PLAINFIELD
Spruce Mountain|Summit|44.59949850|-71.69647830|613|GRANBY
Spruce Peak|Summit|43.23979790|-73.14093930|849|RUPERT
Spruce Peak|Summit|44.55088500|-72.78290070|1012|CAMBRIDGE
Spruce Pond|Lake|43.76395120|-73.27733680|192|ORWELL
Spruce Top|Summit|43.32312950|-73.18649600|410|PAWLET
Squabble Hollow|Valley|44.56533230|-72.03898580|218|LYNDON
Squabble Hollow School|School|44.56727660|-72.04287480|222|LYNDON
Square Brook|Stream|44.61227500|-72.11982180|299|SHEFFIELD
Squires Bay|Bay|44.89726350|-73.26207480|29|NORTH HERO
Stacy Brook|Stream|43.75895100|-73.31483750|91|ORWELL
Standing Pond|Lake|43.81756820|-72.42537300|398|SHARON
Stanhope Brook|Stream|44.99671190|-72.61484750|146|RICHFORD
Stanhope Hill|Summit|44.90142940|-73.34374390|52|ISLE LA MOTTE
Stanley Brook|Stream|44.50005670|-71.85231450|323|VICTORY
Stanley Brook|Stream|44.57421940|-72.28954880|379|GREENSBORO
Stannard|Populated Place|44.54227590|-72.21426860|510|STANNARD
Stannard Brook|Stream|44.54172010|-72.26815910|353|HARDWICK
Stannard Mountain|Summit|44.52255420|-72.21149060|780|WALDEN
Stannard Pond|Lake|44.53005440|-72.16537820|704|STANNARD
Stanton School|School|44.48422250|-72.12148760|401|DANVILLE
Staples Cemetery|Cemetery|43.39007210|-73.04593850|407|DANBY
Staples Pond|Lake|44.08534100|-72.56260490|273|WILLIAMSTOWN
Star Hill|Summit|43.43118290|-72.57842650|545|CAVENDISH
Star School|School|44.50449860|-72.26649220|522|WALDEN
Starbird Ridge|Ridge|44.47921880|-72.87928980|424|UNDERHILL
Stark Brook|Stream|44.46116820|-72.01620660|179|ST. JOHNSBURY
Stark Cemetery|Cemetery|42.74036090|-72.67425890|184|GUILFORD
Stark School|School|44.48450090|-72.02787380|269|ST. JOHNSBURY
Starr Farm Beach|Populated Place|44.51032590|-73.27346240|29|BURLINGTON
Starr Mountain|Summit|44.68005190|-71.82953780|769|EAST HAVEN
State School of Agriculture|School|43.93978770|-72.60649180|418|RANDOLPH
Johnson State College|School|44.63838400|-72.67484210|179|JOHNSON
Station Brook|Stream|44.95449130|-71.84648400|402|NORTON
Stave Island|Island|44.59254610|-73.33874270|42|SOUTH HERO
Stave Island Ledge|Bar|44.58337960|-73.33957590|29|SOUTH HERO
Steadman Hill|Summit|43.30729620|-72.67065010|706|CHESTER
Steele Brook|Stream|44.96032090|-73.00346300|72|HIGHGATE
Stephenson Point|Cape|44.92087450|-73.23929660|29|NORTH HERO
Sterling Brook|Stream|44.48810900|-72.66233930|220|STOWE
Sterling Cemetery|Cemetery|44.53977450|-72.70984210|490|STOWE
Sterling Pond|Lake|44.55588500|-72.77428940|918|STOWE
Sterling Range|Range|44.55977400|-72.74734420|882|MORRISTOWN
Sternes Cemetery|Cemetery|44.98476390|-73.07790610|57|HIGHGATE
Stevens Bay|Bay|43.77533940|-73.34539410|25|ORWELL
Stevens Brook|Stream|44.53894240|-72.26954800|348|HARDWICK
Stevens Brook|Stream|44.71949410|-72.23843660|397|GLOVER
Stevens Brook|Stream|44.81643330|-73.14568980|29|ST. ALBANS TOWN
Stevens Mills|Populated Place|44.99532300|-72.61401400|146|RICHFORD
Stevens Pond|Lake|44.59838740|-71.57064120|283|MAIDSTONE
Stevens River|Stream|44.29089410|-72.05287160|132|BARNET
Stevens School|School|43.79534780|-72.21286750|159|THETFORD
Stevenson Brook|Stream|44.39172190|-72.76011900|180|WATERBURY
Stevensville|Populated Place|44.50505170|-72.86651240|346|UNDERHILL
Stevensville Brook|Stream|44.51171820|-72.88401320|256|UNDERHILL
Stewart Hill|Summit|44.57199470|-72.97401940|502|WESTFORD
West View|Populated Place|44.62560320|-73.13652110|101|MILTON
West Woodstock|Populated Place|43.61701390|-72.54203910|215|WOODSTOCK
Westfield|Populated Place|44.88949110|-72.42844310|248|WESTFIELD
Westford|Populated Place|44.61199420|-73.00874530|138|WESTFORD
Westford Plains Cemetery|Cemetery|44.63199430|-72.97596790|166|WESTFORD
Westford Pond|Lake|44.59588240|-73.06485440|241|WESTFORD
Westford School|School|44.61143910|-72.92929780|202|WESTFORD
Westhill Cemetery|Cemetery|44.40755650|-72.33593680|412|CABOT
Westinghouse Hill|Summit|43.77423660|-72.29314690|367|NORWICH
Westminster|Populated Place|43.06785700|-72.45869950|92|WESTMINSTER
Westminster Station|Populated Place|43.08563440|-72.43925480|79|WESTMINSTER
Westminster West|Populated Place|43.06396810|-72.54064550|249|WESTMINSTER
Westmore|Populated Place|44.77143840|-72.05482060|360|WESTMORE
Westville Cemetery|Cemetery|44.20422860|-72.26731910|467|GROTON
Weybridge|Populated Place|44.06644640|-73.21567510|45|WEYBRIDGE
Weybridge Hill|Populated Place|44.03839150|-73.21317450|124|WEYBRIDGE
Wheaton Brook|Stream|43.33535120|-72.70092900|418|LUDLOW
Wheeler Brook|Stream|44.69949520|-72.09759930|361|BARTON
Wheeler Cemetery|Cemetery|42.92591420|-72.67509290|431|NEWFANE
Wheeler Cemetery|Cemetery|44.39144780|-71.96842680|388|WATERFORD
Wheeler Mountain|Summit|44.73421670|-72.09121040|736|SUTTON
Wheeler Pond|Lake|43.66423170|-73.23872290|146|FAIR HAVEN
Wheeler Pond|Lake|44.39366760|-72.47705240|388|CALAIS
Wheeler Pond|Lake|44.18089510|-72.42482420|388|ORANGE
Wheeler Pond|Lake|44.70838400|-71.63953330|313|BRUNSWICK
Wheelock|Populated Place|44.58810920|-72.08843190|248|WHEELOCK
Wheelock Mountain|Summit|44.55755380|-72.15898920|847|WHEELOCK
Whetstone Brook|Stream|43.55673620|-72.70676510|353|PLYMOUTH
Whetstone Brook|Stream|44.66949650|-71.89259450|326|NEWARK
Whetstone Brook|Stream|44.62144050|-72.36538450|266|CRAFTSBURY
Whetstone Hill|Summit|43.34896210|-72.68370650|612|LUDLOW
Whipple Hollow|Valley|43.60562330|-73.05816350|150|WEST RUTLAND
Whipple Hollow School|School|43.63173390|-73.06316400|149|WEST RUTLAND
Whipstock Hill|Summit|42.89146730|-73.26594270|391|BENNINGTON
Whiskey Brook|Stream|44.84449290|-71.80009400|413|LEWIS
Whitcher Mountain|Summit|44.19228460|-72.17565010|457|TOPSHAM
Whitcomb Junior-Senior High School|School|43.83451090|-72.64260170|175|BETHEL
Whitcomb Hill|Summit|43.85479050|-72.34064950|564|STRAFFORD
White Bay|Bay|44.13755420|-73.36762470|29|PANTON
White Branch|Stream|44.70254960|-72.57372630|272|EDEN
White Face Lodge|Locale|44.57866260|-72.74012200|929|MORRISTOWN
Sterling Mountain|Summit|44.58282920|-72.73984430|1111|MORRISTOWN
White Hill|Summit|44.18534040|-72.16064970|392|NEWBURY
White Ledge|Cliff|43.76422860|-73.33761590|69|ORWELL
White River Junction|Populated Place|43.64895960|-72.31925790|111|HARTFORD
White Rock Mountain|Summit|44.38922250|-72.65317040|963|MIDDLESEX
White Rocks|Summit|44.57366270|-72.73095480|907|MORRISTOWN
White School|School|44.61088700|-71.91537220|274|BURKE
Whiteman Brook|Stream|44.43561290|-72.07815230|275|DANVILLE
Whites Corner|Populated Place|44.41228080|-71.88453640|508|CONCORD
Whitesville|Populated Place|43.39173930|-72.59425980|236|CAVENDISH
Taylor Lodge|Locale|44.48727460|-72.82901110|568|UNDERHILL
Taylor Swamp|Swamp|44.60282990|-72.27065940|484|GREENSBORO
Teago Hill|Summit|43.66340240|-72.53176180|362|POMFRET
Tebbetts Notch|Gap|43.97867810|-72.20259240|410|WEST FAIRLEE
Teela Wooket Camp|Locale|44.09978410|-72.72872200|340|ROXBURY
Telephone Brook|Stream|44.74088320|-71.68231270|320|BRUNSWICK
Temple Mountain|Summit|44.51116780|-71.74370120|684|LUNENBURG
Terrill Gorge|Valley|44.57255200|-72.61928300|166|MORRISTOWN
Terrill Hill|Summit|44.58505170|-72.63511730|362|MORRISTOWN
Texas Hill|Summit|44.35394220|-73.05512340|476|HINESBURG
Thatcher Brook|Stream|44.34561200|-72.74456210|152|WATERBURY
Thayer Brook|Stream|43.92756520|-72.67621590|208|RANDOLPH
"Alps| The"|Summit|43.47507090|-72.63815080|670|READING
"Basin| The"|Basin|42.73369420|-72.53508940|240|VERNON
"Big Ridge| The"|Ridge|43.22646510|-73.22983000|427|RUPERT
"Branch| The"|Stream|44.87004690|-72.80429990|124|ENOSBURG
The Cedars|Locale|44.71198940|-73.20513260|32|MILTON
"Chin| The"|Summit|44.54366270|-72.81429030|1336|UNDERHILL
"Cobble| The"|Summit|43.40340510|-73.12621760|452|PAWLET
"Cobble| The"|Summit|44.44283000|-72.95956850|377|JERICHO
"Creek| The"|Stream|44.51477300|-72.96151530|194|JERICHO
The Experiment School|School|42.97535850|-72.55092340|238|PUTNEY
"Fish Pond| The"|Reservoir|44.09200910|-72.06397930|230|NEWBURY
"Forehead| The"|Summit|44.52116300|-72.81790080|1183|STOWE
The Four Corners|Populated Place|44.59421920|-72.22926920|391|GREENSBORO
"Fox Cobble| The"|Summit|43.39284990|-73.15982920|492|PAWLET
"Gallop| The"|Summit|43.26229760|-73.16066190|783|RUPERT
"Glebe| The"|Ridge|43.80923640|-72.24564640|339|THETFORD
"Gore| The"|Summit|44.74171560|-72.88152400|438|FAIRFIELD
"Great Ledge| The"|Cliff|43.65562060|-73.28872360|157|WEST HAVEN
"Gulf| The"|Valley|43.41146130|-72.48731290|207|WEATHERSFIELD
"Gulf| The"|Valley|43.43090450|-73.10982860|339|TINMOUTH
"Gulf| The"|Valley|43.69840150|-72.61926490|414|BARNARD
"Gut| The"|Gut|44.76004280|-73.30207640|29|GRAND ISLE
"Head| The"|Summit|44.83115250|-73.34513280|74|ISLE LA MOTTE
"Hurricane| The"|Summit|44.95449140|-71.90176240|458|NORTON
"Inlet| The"|Stream|44.98143540|-71.68231370|507|AVERILL
"Knob| The"|Summit|44.43172440|-72.02787310|337|ST. JOHNSBURY
"Knob| The"|Summit|44.72810480|-72.51677870|511|EDEN
The Lady Chapel|Church|44.71587660|-73.34207700|37|GRAND ISLE
"Ledge| The"|Cliff|43.99672560|-73.22345170|76|CORNWALL
The Long Trail|Trail|44.53782960|-72.79734520|664|STOWE
"Lookout| The"|Summit|43.67895720|-72.63898740|737|BARNARD
"Marsh| The"|Swamp|44.86698540|-73.34041040|30|ISLE LA MOTTE
"Narrows| The"|Channel|44.21033060|-73.36040380|29|FERRISBURG
"Narrows| The"|Channel|44.61976770|-73.34929860|29|SOUTH HERO
"Narrows| The"|Valley|43.46590510|-72.40009080|118|WINDSOR
"Nose| The"|Summit|44.52616290|-72.81512320|1228|STOWE
"Notch| The"|Gap|43.15646560|-73.22121910|348|SANDGATE
"Notch| The"|Gap|44.11895220|-72.38121070|622|ORANGE
The Old Meetinghouse Church|Church|44.28311460|-72.52705210|359|EAST MONTPELIER
"Oven| The"|Basin|43.20729830|-73.17121780|572|SANDGATE
"Ox Bow| The"|Summit|43.22590940|-73.20538500|528|RUPERT
"Oxbow| The"|Bend|44.09506460|-72.03231190|116|NEWBURY
"Palisades| The"|Cliff|43.91173480|-72.14425640|257|FAIRLEE
"Pattern| The"|Summit|43.34812890|-73.20566310|568|PAWLET
"Pinnacle| The"|Pillar|43.42534950|-72.68787390|538|LUDLOW
"Pinnacle| The"|Pillar|43.44673750|-73.14621820|577|WELLS
"Pinnacle| The"|Pillar|43.77395110|-73.26705890|301|ORWELL
"Pinnacle| The"|Pillar|43.87506680|-72.51787660|313|TUNBRIDGE
"Pinnacle| The"|Pillar|43.89589330|-73.27789510|194|SHOREHAM
"Pinnacle| The"|Summit|44.21200540|-72.43843630|555|BARRE TOWN
"Pinnacle| The"|Summit|44.53449650|-72.76928870|655|STOWE
"Pogue| The"|Lake|43.63395820|-72.54259500|350|WOODSTOCK
"Purchase| The"|Summit|43.41201600|-73.09649490|727|TINMOUTH
The Standard Church|Church|44.41199930|-72.72206250|283|WATERBURY
Thetford Hill|Populated Place|43.81951400|-72.22870170|281|THETFORD
Thetford Center|Populated Place|43.82868050|-72.24620230|184|THETFORD
Thistle Hill|Summit|43.69562470|-72.48009440|594|POMFRET
Thorp Brook|Stream|44.26671940|-73.26901360|29|CHARLOTTE
Threemile Bridge|Bridge|43.97006020|-73.15761660|109|MIDDLEBURY
Thresher Hill|Summit|44.00923060|-72.71510790|628|BRAINTREE
Tice|Populated Place|44.97976880|-72.03509770|352|HOLLAND
Ticklenaked Pond|Lake|44.18922940|-72.09870410|270|RYEGATE
Tigertown Brook|Stream|43.71701390|-72.41870460|114|HARTFORD
Tillotson Camp|Locale|44.80032580|-72.54955940|780|LOWELL
Tillotson Peak|Summit|44.80560350|-72.55094850|907|LOWELL
Tim Carroll Brook|Stream|44.87060370|-71.80648300|445|LEWIS
Timbertrail Camp|Locale|43.21979810|-72.58592480|248|GRAFTON
Tinker Brook|Stream|43.54895840|-72.75093290|405|PLYMOUTH
Tinkham Hill|Summit|43.52701530|-72.41981380|354|HARTLAND
Tinmouth|Populated Place|43.44868200|-73.04955010|385|TINMOUTH
Tinmouth Cemetery|Cemetery|43.44868200|-73.03899430|339|TINMOUTH
Tinmouth Channel|Canal|43.45340410|-73.04038330|337|TINMOUTH
Tinmouth Mountain|Summit|43.41951590|-73.07593920|859|TINMOUTH
Tiny Mountain|Summit|43.46951520|-72.73343130|703|MOUNT HOLLY
Tiny Pond|Lake|43.46034880|-72.72454200|541|LUDLOW
Toad Pond|Lake|44.84893730|-72.04759810|348|CHARLESTON
Toad Pond|Lake|44.92060310|-71.94009610|552|MORGAN
Todd Hill|Summit|44.92282490|-71.56480890|592|LEMINGTON
Tolles Hill|Summit|43.35618450|-72.51259060|268|WEATHERSFIELD
Tolman Brook|Stream|44.61894250|-71.70342320|411|GRANBY
"Tom| Mount"|Summit|43.52368100|-72.72898730|594|PLYMOUTH
"Tom| Mount"|Summit|43.63006940|-72.53009460|407|WOODSTOCK
"Tom| Mount"|Summit|43.50451480|-72.62537300|753|READING
Toot Hill|Summit|44.51005560|-72.06259740|488|LYNDON
Toothaker Hill|Summit|44.58116320|-72.52594550|393|HYDE PARK
Topsham Four Corners|Populated Place|44.09895330|-72.22453890|243|TOPSHAM
Torrey Cemetery|Cemetery|44.75643420|-73.15819120|65|GEORGIA
Totman Hill|Summit|43.68173550|-72.54842930|450|POMFRET
Towers School|School|44.36338700|-72.99456720|175|RICHMOND
Town Farm|Locale|44.53504840|-73.17929540|81|COLCHESTER
Town Farm Bay|Bay|44.26838570|-73.28845860|29|CHARLOTTE
Town Farm Hill|Summit|43.54090400|-72.44036960|275|HARTLAND
Town Farm Hill|Summit|44.09395350|-72.09786900|295|NEWBURY
Town Hill|Summit|43.36173960|-73.16566250|411|PAWLET
Town Hill|Summit|43.53867950|-73.19899750|324|POULTNEY
Town House Cemetery|Cemetery|44.10589760|-72.12536990|237|NEWBURY
Town Line Cemetery|Cemetery|44.02366770|-73.36984450|67|BRIDPORT
Town School Number 2|School|42.80813790|-72.62759150|200|GUILFORD
Townes Reef|Bar|44.83031950|-73.31318760|29|NORTH HERO
Towns Corner School|School|44.66810220|-73.16291070|98|MILTON
Townsend Corners|Locale|43.56534770|-72.57370590|533|WOODSTOCK
Tracer Brook|Stream|43.41035000|-72.59703790|270|CAVENDISH
Tracy Brook|Stream|44.67143770|-73.03624850|98|FAIRFAX
Train Brook|Stream|43.48479210|-73.09843990|306|MIDDLETOWN SPRINGS
Trebo Brook|Stream|43.27285260|-72.59175860|181|CHESTER
Trip Hill|Summit|44.85004850|-71.96065180|538|CHARLESTON
Tromp Point|Cape|44.64977310|-72.40177460|274|CRAFTSBURY
Trout Brook|Stream|44.63005230|-72.13260000|356|SHEFFIELD
Trout Brook|Stream|43.28396330|-72.71176210|375|ANDOVER
Trout Brook|Stream|43.90617670|-72.64760350|191|RANDOLPH
Trout Brook|Stream|44.64421290|-73.20929760|29|MILTON
Trout Brook|Stream|44.85310340|-72.20760240|214|COVENTRY
Trout Brook|Stream|44.91087970|-72.79152330|117|ENOSBURG
Trout River|Stream|44.93560190|-72.70124270|121|BERKSHIRE
Trow Hill|Summit|44.19228360|-72.46454800|366|BARRE TOWN
Troy|Populated Place|44.90143550|-72.40149770|226|TROY
Truland Brook|Stream|44.78421500|-72.44899860|292|LOWELL
Tucker Mountain|Summit|44.08228700|-72.16925950|512|NEWBURY
Tuffield Willey Brook|Stream|44.82810440|-71.83176100|397|BRIGHTON
Tug Mountain|Summit|43.89006820|-72.27953750|537|STRAFFORD
Tunbridge|Populated Place|43.89090010|-72.49120960|165|TUNBRIDGE
Tunbridge Hill|Summit|43.93951050|-72.51593360|561|TUNBRIDGE
Tunbridge Trout Pond|Lake|43.85840080|-72.45620800|417|TUNBRIDGE
Turkey Hill|Summit|44.15061700|-72.63455330|551|NORTHFIELD
Turkey Hollow|Valley|43.70451280|-72.57676380|305|BARNARD
Turner Brook|Stream|44.47672450|-71.64536440|259|LUNENBURG
Turnpike School|School|43.63423220|-73.29594550|120|WEST HAVEN
Turnpike School|School|43.71284220|-73.18483410|135|HUBBARDTON
Turtle Pond|Lake|44.99337970|-71.91981820|440|HOLLAND
Tuttle Pond|Lake|44.55810860|-72.31010500|428|HARDWICK
Tuttle Pond|Lake|44.70643970|-71.62703290|308|BRUNSWICK
Twentymile Stream|Stream|43.39340580|-72.59175980|234|CAVENDISH
Twin Orchards|Populated Place|44.43727210|-73.21012690|64|SOUTH BURLINGTON
Twin Ponds|Lake|44.06117470|-72.57954930|371|BROOKFIELD
Tyler Branch|Stream|44.90504600|-72.84235630|114|SHELDON
Tyler Cemetery|Cemetery|42.73452750|-72.49675520|112|VERNON
Tyler Mountain|Summit|43.78867960|-72.43676160|446|SHARON
Umbrella Hill|Summit|44.63421780|-72.50511130|495|HYDE PARK
Umpire Brook|Stream|44.54922210|-71.83870360|386|VICTORY
Umpire Mountain|Summit|44.56922150|-71.85814850|899|VICTORY
Underhill|Populated Place|44.52588420|-72.94512670|212|UNDERHILL
Underhill Center|Populated Place|44.50755140|-72.89956890|239|UNDERHILL
Underpass Pond|Lake|44.86921490|-71.90203990|393|MORGAN
Union Brook|Stream|44.14978340|-72.66066540|219|NORTHFIELD
Union Cemetery|Cemetery|44.20477660|-73.23234490|83|FERRISBURG
Union Cemetery|Cemetery|44.92087790|-72.96374390|132|SHELDON
